time,pres
2021-05-31,1021.9
2021-06-01,1015.8
2021-06-02,1013.1
2021-06-03,1018.1
2021-06-04,1022.6
2021-06-05,1024.3
2021-06-06,1024.6
2021-06-07,1023.9
2021-06-08,1023.4
2021-06-09,1021.8
2021-06-10,1020.6
2021-06-11,1019.5
2021-06-12,1022.9
2021-06-13,1026.1
2021-06-14,1020.8
2021-06-15,1020.7
2021-06-16,1012.4
2021-06-17,1009.8
2021-06-18,1012.6
2021-06-19,1014.1
2021-06-20,1008.8
2021-06-21,1012.4
2021-06-22,1020.2
2021-06-23,1023.7
2021-06-24,1021.8
2021-06-25,1016.1
2021-06-26,1017.5
2021-06-27,1015.6
2021-06-28,1014.3
2021-06-29,1015.2
2021-06-30,1017.2
2021-07-01,1018.0
2021-07-02,1016.2
2021-07-03,1012.0
2021-07-04,1008.1
2021-07-05,1005.4
2021-07-06,999.8
2021-07-07,1010.8
2021-07-08,1019.0
2021-07-09,1020.9
2021-07-10,1016.7
2021-07-11,1015.2
2021-07-12,1011.2
2021-07-13,1014.2
2021-07-14,1017.9
2021-07-15,1022.0
2021-07-16,1026.7
2021-07-17,1028.2
2021-07-18,1025.0
2021-07-19,1021.5
2021-07-20,1020.2
2021-07-21,1022.5
2021-07-22,1023.1
2021-07-23,1017.6
2021-07-24,1008.9
2021-07-25,1007.7
2021-07-26,1009.8
2021-07-27,1008.6
2021-07-28,1007.0
2021-07-29,1009.6
2021-07-30,1003.5
2021-07-31,1008.7
2021-08-01,1011.0
2021-08-02,1014.8
2021-08-03,1013.5
2021-08-04,1013.2
2021-08-05,1005.5
2021-08-06,998.2
2021-08-07,997.8
2021-08-08,1004.7
2021-08-09,1011.4
2021-08-10,1015.1
2021-08-11,1018.1
2021-08-12,1018.3
2021-08-13,1020.6
2021-08-14,1020.0
2021-08-15,1013.6
2021-08-16,1016.2
2021-08-17,1019.6
2021-08-18,1017.2
2021-08-19,1014.3
2021-08-20,1015.8
2021-08-21,1015.7
2021-08-22,1018.4
2021-08-23,1027.5
2021-08-24,1029.7
2021-08-25,1026.1
2021-08-26,1022.4
2021-08-27,1023.4
2021-08-28,1026.0
2021-08-29,1025.5
2021-08-30,1025.8
2021-08-31,1029.1
2021-09-01,1030.9
2021-09-02,1028.0
2021-09-03,1022.2
2021-09-04,1019.1
2021-09-05,1020.8
2021-09-06,1023.2
2021-09-07,1021.3
2021-09-08,1013.4
2021-09-09,1008.7
2021-09-10,1010.1
2021-09-11,1016.0
2021-09-12,1018.8
2021-09-13,1017.9
2021-09-14,1011.8
2021-09-15,1014.2
2021-09-16,1017.4
2021-09-17,1014.8
2021-09-18,1014.2
2021-09-19,1014.4
2021-09-20,1022.2
2021-09-21,1030.1
2021-09-22,1027.7
2021-09-23,1020.5
2021-09-24,1016.3
2021-09-25,1014.4
2021-09-26,1011.8
2021-09-27,1010.5
2021-09-28,1016.4
2021-09-29,1018.5
2021-09-30,1020.7
2021-10-01,1010.2
2021-10-02,999.9
2021-10-03,997.4
2021-10-04,1008.2
2021-10-05,1002.0
2021-10-06,1017.6
2021-10-07,1025.8
2021-10-08,1029.6
2021-10-09,1028.7
2021-10-10,1029.3
2021-10-11,1030.5
2021-10-12,1026.1
2021-10-13,1027.7
2021-10-14,1024.1
2021-10-15,1020.5
2021-10-16,1020.7
2021-10-17,1017.5
2021-10-18,1016.4
2021-10-19,1012.1
2021-10-20,1000.1
2021-10-21,1006.5
2021-10-22,1020.7
2021-10-23,1024.9
2021-10-24,1018.4
2021-10-25,1015.2
2021-10-26,1017.9
2021-10-27,1018.0
2021-10-28,1009.4
2021-10-29,999.0
2021-10-30,997.4
2021-10-31,994.1
2021-11-01,994.4
2021-11-02,999.0
2021-11-03,1004.4
2021-11-04,1014.5
2021-11-05,1026.1
2021-11-06,1024.9
2021-11-07,1021.3
2021-11-08,1023.7
2021-11-09,1023.3
2021-11-10,1023.0
2021-11-11,1022.8
2021-11-12,1012.1
2021-11-13,1015.4
2021-11-14,1024.0
2021-11-15,1027.2
2021-11-16,1023.0
2021-11-17,1023.9
2021-11-18,1028.9
2021-11-19,1030.5
2021-11-20,1024.2
2021-11-21,1019.6
2021-11-22,1029.9
2021-11-23,1032.5
2021-11-24,1022.3
2021-11-25,1016.6
2021-11-26,996.4
2021-11-27,993.1
2021-11-28,1006.8
2021-11-29,1014.4
2021-11-30,1010.4
2021-12-01,998.7
2021-12-02,1011.5
2021-12-03,1004.6
2021-12-04,997.8
2021-12-05,1006.1
2021-12-06,1009.7
2021-12-07,999.2
2021-12-08,989.8
